TAXON,GENUS,SPECIES,RANK,INFRASPECIFIC,ECO_NAME
Mitchella repens,Mitchella,Mitchella repens,,,Great Lakes
Monotropa uniflora,Monotropa,Monotropa uniflora,,,Boreal Shield
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Micromeria douglasii,Micromeria,Micromeria douglasii,,,Pacific Northwest Coast
Mahonia aquifolium,Mahonia,Mahonia aquifolium,,,Okanagan
Oplopanax horridus,Oplopanax,Oplopanax horridus,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Lonicera involucrata,Lonicera,Lonicera involucrata,,,Montane Cordillera
Maianthemum racemosum,Maianthemum,Maianthemum racemosum,,,Canadian Rocky Mountains
Juniperus communis,Juniperus,Juniperus communis,,,Montane Cordillera
Larix laricina,Larix,Larix laricina,,,Northern Appalachian / Acadian
Juglans nigra,Juglans,Juglans nigra,,,Great Lakes
Monotropa uniflora,Monotropa,Monotropa uniflora,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Mahonia nervosa,Mahonia,Mahonia nervosa,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Lomatium ambiguum,Lomatium,Lomatium ambiguum,,,Okanagan
Lonicera involucrata,Lonicera,Lonicera involucrata,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Larix laricina,Larix,Larix laricina,,,Great Lakes
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,St. Lawrence - Champlain Valley
Maianthemum dilatatum,Maianthemum,Maianthemum dilatatum,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Boreal Cordillera
Oplopanax horridus,Oplopanax,Oplopanax horridus,,,North Cascades
Lysichiton americanus,Lysichiton,Lysichiton americanus,,,North Cascades
Kalmia microphylla,Kalmia,Kalmia microphylla,,,North Cascades
Juniperus communis,Juniperus,Juniperus communis,,,Canadian Rocky Mountains
Lysichiton americanus,Lysichiton,Lysichiton americanus,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Larix laricina,Larix,Larix laricina,,,Northern Tallgrass Prairie
Monotropa uniflora,Monotropa,Monotropa uniflora,,,St. Lawrence - Champlain Valley
Monarda fistulosa,Monarda,Monarda fistulosa,,,Great Lakes
Juniperus communis var. depressa,Juniperus,Juniperus communis,var.,depressa,Great Lakes
Opuntia polyacantha,Opuntia,Opuntia polyacantha,,,Fescue-Mixed Grass Prairie
Larix laricina,Larix,Larix laricina,,,Boreal Plains
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Northern Appalachian / Acadian
Juniperus communis,Juniperus,Juniperus communis,,,Okanagan
Lathyrus japonicus,Lathyrus,Lathyrus japonicus,,,Pacific Northwest Coast
Larix laricina,Larix,Larix laricina,,,Boreal Shield
Leymus innovatus,Leymus,Leymus innovatus,,,Canadian Rocky Mountains
Lonicera ciliosa,Lonicera,Lonicera ciliosa,,,Okanagan
Nuphar polysepalum,Nuphar,Nuphar polysepalum,,,Canadian Rocky Mountains
Opuntia fragilis,Opuntia,Opuntia fragilis,,,Northern Great Plains Steppe
Lathyrus japonicus,Lathyrus,Lathyrus japonicus,,,Great Lakes
Maianthemum racemosum,Maianthemum,Maianthemum racemosum,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Lonicera involucrata,Lonicera,Lonicera involucrata,,,Boreal Cordillera
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Okanagan
Juniperus scopulorum,Juniperus,Juniperus scopulorum,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Myrica gale,Myrica,Myrica gale,,,Boreal Shield
Leymus mollis,Leymus,Leymus mollis,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Myrica gale,Myrica,Myrica gale,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,,,Boreal Shield
Nuphar polysepalum,Nuphar,Nuphar polysepalum,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Malus coronaria,Malus,Malus coronaria,,,Great Lakes
Mitchella repens,Mitchella,Mitchella repens,,,Northern Appalachian / Acadian
Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,,,Northern Appalachian / Acadian
Maianthemum dilatatum,Maianthemum,Maianthemum dilatatum,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Northern Appalachian / Acadian
Lonicera involucrata,Lonicera,Lonicera involucrata,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Lonicera ciliosa,Lonicera,Lonicera ciliosa,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Lathyrus japonicus,Lathyrus,Lathyrus japonicus,,,Northern Appalachian / Acadian
Monarda fistulosa,Monarda,Monarda fistulosa,,,Aspen Parkland
Monotropa uniflora,Monotropa,Monotropa uniflora,,,Great Lakes
Maianthemum racemosum,Maianthemum,Maianthemum racemosum,,,North Cascades
Juniperus communis,Juniperus,Juniperus communis,,,North Cascades
Lilium columbianum,Lilium,Lilium columbianum,,,Okanagan
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Great Lakes
Maianthemum racemosum,Maianthemum,Maianthemum racemosum,,,Great Lakes
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Montane Cordillera
Mahonia nervosa,Mahonia,Mahonia nervosa,,,North Cascades
Juniperus communis,Juniperus,Juniperus communis,,,Boreal Plains
Oemleria cerasiformis,Oemleria,Oemleria cerasiformis,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Lonicera involucrata,Lonicera,Lonicera involucrata,,,Boreal Plains
Lathyrus japonicus,Lathyrus,Lathyrus japonicus,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Opuntia fragilis,Opuntia,Opuntia fragilis,,,Boreal Plains
Lonicera involucrata,Lonicera,Lonicera involucrata,,,Canadian Rocky Mountains
Juniperus communis,Juniperus,Juniperus communis,,,Boreal Shield
Nuphar polysepalum,Nuphar,Nuphar polysepalum,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Lonicera utahensis,Lonicera,Lonicera utahensis,,,Canadian Rocky Mountains
Lathyrus venosus,Lathyrus,Lathyrus venosus,,,Superior Mixed Forest
Lonicera involucrata,Lonicera,Lonicera involucrata,,,North Cascades
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Boreal Shield
Juniperus communis,Juniperus,Juniperus communis,,,Aspen Parkland
Lathyrus palustris,Lathyrus,Lathyrus palustris,,,Northern Appalachian / Acadian
Lathyrus japonicus,Lathyrus,Lathyrus japonicus,,,Boreal Shield
Lonicera involucrata,Lonicera,Lonicera involucrata,,,Okanagan
Lathyrus japonicus,Lathyrus,Lathyrus japonicus,,,Southern Arctic
Lathyrus venosus,Lathyrus,Lathyrus venosus,,,Aspen Parkland
Lathyrus venosus,Lathyrus,Lathyrus venosus,,,Boreal Plains
Lathyrus littoralis,Lathyrus,Lathyrus littoralis,,,Pacific Northwest Coast
Oplopanax horridus,Oplopanax,Oplopanax horridus,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Lathyrus venosus,Lathyrus,Lathyrus venosus,,,Boreal Shield
Nuphar polysepalum,Nuphar,Nuphar polysepalum,,,Pacific Northwest Coast
Lonicera ciliosa,Lonicera,Lonicera ciliosa,,,North Cascades
Lathyrus palustris,Lathyrus,Lathyrus palustris,,,Great Lakes
Maianthemum racemosum,Maianthemum,Maianthemum racemosum,,,Boreal Shield
Monarda fistulosa,Monarda,Monarda fistulosa,,,Northern Tallgrass Prairie
Lonicera involucrata,Lonicera,Lonicera involucrata,,,Pacific Northwest Coast
Lathyrus japonicus,Lathyrus,Lathyrus japonicus,,,Boreal Plains
Sinomalus fusca,Sinomalus,Sinomalus fusca,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Oplopanax horridus,Oplopanax,Oplopanax horridus,,,Okanagan
Lathyrus venosus,Lathyrus,Lathyrus venosus,,,Northern Tallgrass Prairie
Lysichiton americanus,Lysichiton,Lysichiton americanus,,,Okanagan
Juniperus communis,Juniperus,Juniperus communis,,,Pacific Northwest Coast
Mahonia aquifolium,Mahonia,Mahonia aquifolium,,,Montane Cordillera
Lilium columbianum,Lilium,Lilium columbianum,,,North Cascades
Oenanthe sarmentosa,Oenanthe,Oenanthe sarmentosa,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Oplopanax horridus,Oplopanax,Oplopanax horridus,,,Pacific Northwest Coast
Oplopanax horridus,Oplopanax,Oplopanax horridus,,,Boreal Plains
Mentha canadensis,Mentha,Mentha canadensis,,,Superior Mixed Forest
Lathyrus japonicus,Lathyrus,Lathyrus japonicus,,,North Cascades
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Canadian Rocky Mountains
Mitchella repens,Mitchella,Mitchella repens,,,St. Lawrence - Champlain Valley
Lomatium nudicaule,Lomatium,Lomatium nudicaule,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Myrica gale,Myrica,Myrica gale,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Juniperus communis,Juniperus,Juniperus communis,,,St. Lawrence - Champlain Valley
Maianthemum racemosum,Maianthemum,Maianthemum racemosum,,,Northern Appalachian / Acadian
Myrica gale,Myrica,Myrica gale,,,Hudson Plains
Nuphar polysepalum,Nuphar,Nuphar polysepalum,,,North Cascades
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Boreal Shield
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Aspen Parkland
Juniperus communis var. depressa,Juniperus,Juniperus communis,var.,depressa,St. Lawrence - Champlain Valley
Nuphar polysepalum,Nuphar,Nuphar polysepalum,,,Montane Cordillera
Mentha canadensis,Mentha,Mentha canadensis,,,Northern Appalachian / Acadian
Linum lewisii,Linum,Linum lewisii,,,Canadian Rocky Mountains
Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,,,Canadian Rocky Mountains
Oplopanax horridus,Oplopanax,Oplopanax horridus,,,Canadian Rocky Mountains
Myrica gale,Myrica,Myrica gale,,,Northern Appalachian / Acadian
Monarda fistulosa,Monarda,Monarda fistulosa,,,Northern Great Plains Steppe
Monotropa uniflora,Monotropa,Monotropa uniflora,,,Montane Cordillera
Mitchella repens,Mitchella,Mitchella repens,,,Boreal Shield
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Fescue-Mixed Grass Prairie
Lilium columbianum,Lilium,Lilium columbianum,,,Pacific Northwest Coast
Larix laricina,Larix,Larix laricina,,,Hudson Plains
Larix laricina,Larix,Larix laricina,,,St. Lawrence - Champlain Valley
Maianthemum dilatatum,Maianthemum,Maianthemum dilatatum,,,North Cascades
Lonicera involucrata,Lonicera,Lonicera involucrata,,,Boreal Shield
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Boreal Cordillera
Monarda fistulosa,Monarda,Monarda fistulosa,,,Canadian Rocky Mountains
Larix occidentalis,Larix,Larix occidentalis,,,Canadian Rocky Mountains
Monotropa uniflora,Monotropa,Monotropa uniflora,,,Canadian Rocky Mountains
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,North Cascades
Micromeria douglasii,Micromeria,Micromeria douglasii,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Monotropa uniflora,Monotropa,Monotropa uniflora,,,Okanagan
Juniperus scopulorum,Juniperus,Juniperus scopulorum,,,Canadian Rocky Mountains
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Northern Great Plains Steppe
Monotropa uniflora,Monotropa,Monotropa uniflora,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Larix laricina,Larix,Larix laricina,,,Superior Mixed Forest
Mahonia aquifolium,Mahonia,Mahonia aquifolium,,,Great Lakes
Lonicera ciliosa,Lonicera,Lonicera ciliosa,,,Pacific Northwest Coast
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Boreal Plains
Lilium columbianum,Lilium,Lilium columbianum,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Monotropa uniflora,Monotropa,Monotropa uniflora,,,North Cascades
Lysichiton americanus,Lysichiton,Lysichiton americanus,,,Northern Appalachian / Acadian
Lathyrus palustris,Lathyrus,Lathyrus palustris,,,St. Lawrence - Champlain Valley
Lonicera involucrata,Lonicera,Lonicera involucrata,,,Aspen Parkland
Juniperus scopulorum,Juniperus,Juniperus scopulorum,,,Boreal Cordillera
Lonicera utahensis,Lonicera,Lonicera utahensis,,,Okanagan
Lomatium utriculatum,Lomatium,Lomatium utriculatum,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Nuphar polysepalum,Nuphar,Nuphar polysepalum,,,Boreal Cordillera
Lathyrus japonicus,Lathyrus,Lathyrus japonicus,,,Northern Tallgrass Prairie
Opuntia polyacantha,Opuntia,Opuntia polyacantha,,,Northern Great Plains Steppe
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Pacific Northwest Coast
Lathyrus littoralis,Lathyrus,Lathyrus littoralis,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Mentha canadensis,Mentha,Mentha canadensis,,,Aspen Parkland
Leymus mollis,Leymus,Leymus mollis,,,Great Lakes
Juniperus communis,Juniperus,Juniperus communis,,,Great Lakes
Larix lyallii,Larix,Larix lyallii,,,Canadian Rocky Mountains
Juglans nigra,Juglans,Juglans nigra,,,St. Lawrence - Champlain Valley
Kalmia microphylla,Kalmia,Kalmia microphylla,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Larix lyallii,Larix,Larix lyallii,,,Okanagan
Maianthemum racemosum,Maianthemum,Maianthemum racemosum,,,St. Lawrence - Champlain Valley
Monarda fistulosa,Monarda,Monarda fistulosa,,,Fescue-Mixed Grass Prairie
Juniperus communis,Juniperus,Juniperus communis,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Juniperus communis,Juniperus,Juniperus communis,,,Superior Mixed Forest
Juniperus communis,Juniperus,Juniperus communis,,,Hudson Plains
Opuntia fragilis,Opuntia,Opuntia fragilis,,,Fescue-Mixed Grass Prairie
Lomatium macrocarpum,Lomatium,Lomatium macrocarpum,,,Canadian Rocky Mountains
Leymus innovatus,Leymus,Leymus innovatus,,,Montane Cordillera
Juniperus communis,Juniperus,Juniperus communis,,,Northern Tallgrass Prairie
Lysichiton americanus,Lysichiton,Lysichiton americanus,,,Pacific Northwest Coast
Mahonia aquifolium,Mahonia,Mahonia aquifolium,,,North Cascades
Maianthemum racemosum,Maianthemum,Maianthemum racemosum,,,Boreal Plains
Lysichiton americanus,Lysichiton,Lysichiton americanus,,,Montane Cordillera
Juniperus communis var. depressa,Juniperus,Juniperus communis,var.,depressa,Northern Appalachian / Acadian
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Lathyrus palustris,Lathyrus,Lathyrus palustris,,,North Cascades
Mentha canadensis,Mentha,Mentha canadensis,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Opuntia fragilis,Opuntia,Opuntia fragilis,,,Superior Mixed Forest
Lomatium dissectum,Lomatium,Lomatium dissectum,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Lomatium foeniculaceum subsp. foeniculaceum,Lomatium,Lomatium foeniculaceum,subsp.,foeniculaceum,Boreal Plains
Mentha canadensis,Mentha,Mentha canadensis,,,Northern Great Plains Steppe
Leymus mollis,Leymus,Leymus mollis,,,Northern Appalachian / Acadian
Leymus cinereus,Leymus,Leymus cinereus,,,Okanagan
Mahonia repens,Mahonia,Mahonia repens,,,Canadian Rocky Mountains
Lysichiton americanus,Lysichiton,Lysichiton americanus,,,Canadian Rocky Mountains
Oenanthe sarmentosa,Oenanthe,Oenanthe sarmentosa,,,Pacific Northwest Coast
Mentha canadensis,Mentha,Mentha canadensis,,,Fescue-Mixed Grass Prairie
Myrica gale,Myrica,Myrica gale,,,St. Lawrence - Champlain Valley
Leymus mollis,Leymus,Leymus mollis,,,Southern Arctic
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Aspen Parkland
Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,,,Montane Cordillera
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Canadian Rocky Mountains
Leymus innovatus,Leymus,Leymus innovatus,,,Boreal Plains
Linum lewisii,Linum,Linum lewisii,,,Aspen Parkland
Monotropa uniflora,Monotropa,Monotropa uniflora,,,Hudson Plains
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Fescue-Mixed Grass Prairie
Mentha canadensis,Mentha,Mentha canadensis,,,Canadian Rocky Mountains
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Northern Tallgrass Prairie
Magnolia acuminata,Magnolia,Magnolia acuminata,,,Great Lakes
Mentha canadensis,Mentha,Mentha canadensis,,,Great Lakes
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Northern Great Plains Steppe
Oemleria cerasiformis,Oemleria,Oemleria cerasiformis,,,North Cascades
Juniperus communis,Juniperus,Juniperus communis,,,Yukon Plateau And Flats
Lilium columbianum,Lilium,Lilium columbianum,,,Canadian Rocky Mountains
Lilium columbianum,Lilium,Lilium columbianum,,,Montane Cordillera
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Superior Mixed Forest
Myrica gale,Myrica,Myrica gale,,,Boreal Plains
Linum sulcatum,Linum,Linum sulcatum,,,Great Lakes
Linum medium var. medium,Linum,Linum medium,var.,medium,Great Lakes
Maianthemum racemosum,Maianthemum,Maianthemum racemosum,,,Superior Mixed Forest
Leymus mollis,Leymus,Leymus mollis,,,Pacific Northwest Coast
Monotropa uniflora,Monotropa,Monotropa uniflora,,,Pacific Northwest Coast
Myrica gale,Myrica,Myrica gale,,,Superior Mixed Forest
Mahonia repens,Mahonia,Mahonia repens,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Linum lewisii,Linum,Linum lewisii,,,Northern Great Plains Steppe
Kalmia microphylla,Kalmia,Kalmia microphylla,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Juniperus communis,Juniperus,Juniperus communis,,,Northern Great Plains Steppe
Monarda fistulosa,Monarda,Monarda fistulosa,,,Boreal Shield
Sinomalus fusca,Sinomalus,Sinomalus fusca,,,North Cascades
Myrica gale,Myrica,Myrica gale,,,North Cascades
Juniperus communis,Juniperus,Juniperus communis,,,Western Taiga Shield
Monarda fistulosa,Monarda,Monarda fistulosa,,,St. Lawrence - Champlain Valley
Monarda fistulosa var. menthifolia,Monarda,Monarda fistulosa,var.,menthifolia,Superior Mixed Forest
Mahonia aquifolium,Mahonia,Mahonia aquifolium,,,Pacific Northwest Coast
Myrica gale,Myrica,Myrica gale,,,Pacific Northwest Coast
Monotropa uniflora,Monotropa,Monotropa uniflora,,,Boreal Plains
Leymus mollis,Leymus,Leymus mollis,,,Hudson Plains
Mentha canadensis,Mentha,Mentha canadensis,,,Boreal Plains
Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,,,St. Lawrence - Champlain Valley
Juniperus communis var. depressa,Juniperus,Juniperus communis,var.,depressa,Boreal Shield
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Boreal Plains
Linum rigidum,Linum,Linum rigidum,,,Northern Great Plains Steppe
Leymus innovatus,Leymus,Leymus innovatus,,,Boreal Cordillera
Mentha canadensis,Mentha,Mentha canadensis,,,Northern Tallgrass Prairie
Lomatium geyeri,Lomatium,Lomatium geyeri,,,Okanagan
Mentha canadensis,Mentha,Mentha canadensis,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Maianthemum dilatatum,Maianthemum,Maianthemum dilatatum,,,Okanagan
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Hudson Plains
Kalmia microphylla,Kalmia,Kalmia microphylla,,,Okanagan
Oemleria cerasiformis,Oemleria,Oemleria cerasiformis,,,Pacific Northwest Coast
Linum lewisii,Linum,Linum lewisii,,,Fescue-Mixed Grass Prairie
Micromeria douglasii,Micromeria,Micromeria douglasii,,,Canadian Rocky Mountains
Juglans nigra,Juglans,Juglans nigra,,,Northern Appalachian / Acadian
Juniperus communis var. depressa,Juniperus,Juniperus communis,var.,depressa,Montane Cordillera
Mentha canadensis,Mentha,Mentha canadensis,,,St. Lawrence - Champlain Valley
Mentha canadensis,Mentha,Mentha canadensis,,,Taiga Plains
Myrica gale,Myrica,Myrica gale,,,Montane Cordillera
Mentha canadensis,Mentha,Mentha canadensis,,,Okanagan
Lathyrus nevadensis,Lathyrus,Lathyrus nevadensis,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Juglans nigra,Juglans,Juglans nigra,,,Boreal Shield
Juniperus scopulorum,Juniperus,Juniperus scopulorum,,,Montane Cordillera
Lomatium triternatum,Lomatium,Lomatium triternatum,,,Okanagan
Lathyrus nevadensis,Lathyrus,Lathyrus nevadensis,,,Okanagan
Mentha canadensis,Mentha,Mentha canadensis,,,Yukon Plateau And Flats
Lonicera ciliosa,Lonicera,Lonicera ciliosa,,,Canadian Rocky Mountains
Oemleria cerasiformis,Oemleria,Oemleria cerasiformis,,,Okanagan
Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,,,North Cascades
Monarda fistulosa,Monarda,Monarda fistulosa,,,Northern Appalachian / Acadian
Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,,,Great Lakes
Maianthemum racemosum,Maianthemum,Maianthemum racemosum,,,Pacific Northwest Coast
Sinomalus fusca,Sinomalus,Sinomalus fusca,,,Pacific Northwest Coast
Lathyrus nevadensis,Lathyrus,Lathyrus nevadensis,,,Pacific Northwest Coast
Lupinus nootkatensis,Lupinus,Lupinus nootkatensis,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Lactuca pulchella,Lactuca,Lactuca pulchella,,,Taiga Plains
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Western Taiga Shield
Mentha canadensis,Mentha,Mentha canadensis,,,Boreal Shield
Linum rigidum,Linum,Linum rigidum,,,Fescue-Mixed Grass Prairie
Oenanthe sarmentosa,Oenanthe,Oenanthe sarmentosa,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Lomatium dissectum,Lomatium,Lomatium dissectum,,,Okanagan
Mentha canadensis,Mentha,Mentha canadensis,,,Hudson Plains
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Great Lakes
Lathyrus japonicus,Lathyrus,Lathyrus japonicus,,,Eastern Taiga Shield
Monotropa uniflora,Monotropa,Monotropa uniflora,,,Superior Mixed Forest
Linum lewisii,Linum,Linum lewisii,,,Okanagan
Mentha canadensis,Mentha,Mentha canadensis,,,Pacific Northwest Coast
Juniperus communis,Juniperus,Juniperus communis,,,Eastern Taiga Shield
Lathyrus palustris,Lathyrus,Lathyrus palustris,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Lupinus nootkatensis,Lupinus,Lupinus nootkatensis,,,Canadian Rocky Mountains
Mentha canadensis,Mentha,Mentha canadensis,,,North Cascades
Juniperus communis var. depressa,Juniperus,Juniperus communis,var.,depressa,Aspen Parkland
Mahonia repens,Mahonia,Mahonia repens,,,Okanagan
Morella pensylvanica,Morella,Morella pensylvanica,,,Boreal Shield
Nymphaea tetragona,Nymphaea,Nymphaea tetragona,,,Canadian Rocky Mountains
Larix laricina,Larix,Larix laricina,,,Aspen Parkland
Morella pensylvanica,Morella,Morella pensylvanica,,,Great Lakes
Mentha canadensis,Mentha,Mentha canadensis,,,Boreal Cordillera
Juniperus communis,Juniperus,Juniperus communis,,,Taiga Plains
Nymphaea tetragona,Nymphaea,Nymphaea tetragona,,,Yukon Plateau And Flats
Larix laricina,Larix,Larix laricina,,,Western Taiga Shield
Lactuca pulchella,Lactuca,Lactuca pulchella,,,Okanagan
Melica subulata,Melica,Melica subulata,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Leymus innovatus,Leymus,Leymus innovatus,,,Southern Arctic
Leymus innovatus,Leymus,Leymus innovatus,,,Hudson Plains
Kalmia microphylla,Kalmia,Kalmia microphylla,,,Canadian Rocky Mountains
Linum lewisii,Linum,Linum lewisii,,,Boreal Cordillera
Monotropa uniflora,Monotropa,Monotropa uniflora,,,Aspen Parkland
Myrica gale,Myrica,Myrica gale,,,Western Taiga Shield
Lupinus nootkatensis,Lupinus,Lupinus nootkatensis,,,Boreal Cordillera
Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,,,Okanagan
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Taiga Plains
Leymus mollis,Leymus,Leymus mollis,,,Boreal Shield
Kalmia microphylla,Kalmia,Kalmia microphylla,,,Pacific Northwest Coast
Opuntia fragilis,Opuntia,Opuntia fragilis,,,Aspen Parkland
Monarda fistulosa,Monarda,Monarda fistulosa,,,Boreal Plains
Leymus mollis,Leymus,Leymus mollis,,,Eastern Taiga Shield
Linum lewisii,Linum,Linum lewisii,,,Boreal Plains
Maianthemum racemosum,Maianthemum,Maianthemum racemosum,,,Aspen Parkland
Lactuca pulchella,Lactuca,Lactuca pulchella,,,Boreal Plains
Larix laricina,Larix,Larix laricina,,,Boreal Cordillera
Larix laricina,Larix,Larix laricina,,,Taiga Plains
Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Mentha canadensis,Mentha,Mentha canadensis,,,Western Taiga Shield
Lactuca pulchella,Lactuca,Lactuca pulchella,,,Aspen Parkland
Oplopanax horridus,Oplopanax,Oplopanax horridus,,,Great Lakes
Lactuca pulchella,Lactuca,Lactuca pulchella,,,Northern Tallgrass Prairie
Lomatium triternatum,Lomatium,Lomatium triternatum,,,Canadian Rocky Mountains
Lactuca pulchella,Lactuca,Lactuca pulchella,,,Superior Mixed Forest
Melica subulata,Melica,Melica subulata,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Juniperus communis,Juniperus,Juniperus communis,,,Fescue-Mixed Grass Prairie
Linum perenne,Linum,Linum perenne,,,Great Lakes
Monotropa uniflora,Monotropa,Monotropa uniflora,,,Northern Tallgrass Prairie
Lathyrus palustris,Lathyrus,Lathyrus palustris,,,Boreal Plains
Opuntia polyacantha,Opuntia,Opuntia polyacantha,,,Aspen Parkland
Opuntia polyacantha,Opuntia,Opuntia polyacantha,,,Boreal Plains
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Superior Mixed Forest
Lactuca pulchella,Lactuca,Lactuca pulchella,,,Fescue-Mixed Grass Prairie
Linum rigidum,Linum,Linum rigidum,,,Aspen Parkland
Leymus villosissimus,Leymus,Leymus villosissimus,,,Southern Arctic
Mahonia nervosa,Mahonia,Mahonia nervosa,,,Okanagan
Lomatium dissectum,Lomatium,Lomatium dissectum,,,Canadian Rocky Mountains
Lomatium utriculatum,Lomatium,Lomatium utriculatum,,,Pacific Northwest Coast
Juniperus scopulorum,Juniperus,Juniperus scopulorum,,,Pacific Northwest Coast
Lupinus littoralis,Lupinus,Lupinus littoralis,,,Pacific Northwest Coast
Monarda fistulosa,Monarda,Monarda fistulosa,,,Superior Mixed Forest
Lonicera utahensis,Lonicera,Lonicera utahensis,,,North Cascades
Nuphar polysepalum,Nuphar,Nuphar polysepalum,,,Okanagan
Linum lewisii,Linum,Linum lewisii,,,Montane Cordillera
