"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFC","PRIMARY_ASSOCIATED_CROP_COMMON_NAME","SECONDARY_ASSOCIATED_CROP_COMMON_NAME","FINEST_TAXON_RESOLUTION","CWR","WUS","WUS_NOTES","NATIVE","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2","SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3","SECONDARY_CROP_OR_WUS_USE_1","CATEGORY","TIER","GENEPOOL","GRAFTSTOCK","ABIOTIC_TRAIT_2","ABIOTIC_TRAIT_3","BIOTIC_TRAIT_1","BIOTIC_TRAIT_2","FERTILITY_TRAIT","AGRONOMIC_TRAIT_1","AGRONOMIC_TRAIT_2","AGRONOMIC_TRAIT_3","PHENOLOGICAL_TRAIT","SOURCE_OF_TAXON","GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE","WUS_SOURCE","TaxonName","AccYear","ItemLocationName","IUCNRedList","IUCNRedListCode","LifeForm","NationalRedListCode","NationalRedList","RegionalRedList","RegionalRedListCode","Locality","MaterialType","AltitudeFrom","AltitudeTo","CoordLatDD","CoordLongDD","CountryName","ItemAccNoRef","ContactNameFull","TaxonNameFull","ItemAccNoFull","Cultivar","AccNoCons","CollNo","DetType","ProvenanceCode","ItemNo","AtrA_Variant","Collector","ItemConsNo","ItemStatusDate","ItemStatusCode","ItemType","AccNoFull","CollName","AccNo","CollNo.1","CollCode","Genus","ItemLocationRef","ItemSpecCount","SpecCount","Genus.1","Species_only","Variant","Subspecies","Rank","Infraspecific","Species"
"667","Picea sitchensis","Picea","Picea sitchensis",NA,NA,"Spruce",NA,"Y","N","Y","gum, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Picea sitchensis",2016,"Southmost central wooded bed","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.05","","","bjs.2016-0048","","W",5,"","Stormes, Ben",NA,"2018-10-09","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","","Picea","sitchensis","","","","","Picea sitchensis"
"668","Picea sitchensis","Picea","Picea sitchensis",NA,NA,"Spruce",NA,"Y","N","Y","gum, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Picea sitchensis",2016,"Upper large bed between stadium and path","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.14","","","bjs.2016-0048","","W",14,"","Stormes, Ben",NA,"2019-04-01","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","","Picea","sitchensis","","","","","Picea sitchensis"
"669","Picea sitchensis","Picea","Picea sitchensis",NA,NA,"Spruce",NA,"Y","N","Y","gum, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Picea sitchensis",2016,"Middle central wooded bed","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.09","","","bjs.2016-0048","","W",9,"","Stormes, Ben",NA,"2018-10-09","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","","Picea","sitchensis","","","","","Picea sitchensis"
"670","Picea sitchensis","Picea","Picea sitchensis",NA,NA,"Spruce",NA,"Y","N","Y","gum, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Picea sitchensis",2016,"Narrow bed along fenceline southeast of pond","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.11","","","bjs.2016-0048","","W",11,"","Stormes, Ben",NA,"2018-12-13","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","","Picea","sitchensis","","","","","Picea sitchensis"
"671","Picea sitchensis","Picea","Picea sitchensis",NA,NA,"Spruce",NA,"Y","N","Y","gum, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Picea sitchensis",2016,"Middle central wooded bed","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.08","","","bjs.2016-0048","","W",8,"","Stormes, Ben",NA,"2018-10-09","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","","Picea","sitchensis","","","","","Picea sitchensis"
"672","Picea sitchensis","Picea","Picea sitchensis",NA,NA,"Spruce",NA,"Y","N","Y","gum, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Picea sitchensis",2016,"Middle central wooded bed","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.07","","","bjs.2016-0048","","W",7,"","Stormes, Ben",NA,"2018-10-09","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","","Picea","sitchensis","","","","","Picea sitchensis"
"673","Picea sitchensis","Picea","Picea sitchensis",NA,NA,"Spruce",NA,"Y","N","Y","gum, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Picea sitchensis",2016,"Southmost central wooded bed","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.04","","","bjs.2016-0048","","W",4,"","Stormes, Ben",NA,"2018-10-09","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","","Picea","sitchensis","","","","","Picea sitchensis"
"674","Picea sitchensis","Picea","Picea sitchensis",NA,NA,"Spruce",NA,"Y","N","Y","gum, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Picea sitchensis",2016,"Upper large bed between stadium and path","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.15","","","bjs.2016-0048","","W",15,"","Stormes, Ben",NA,"2019-04-11","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","","Picea","sitchensis","","","","","Picea sitchensis"
"675","Picea sitchensis","Picea","Picea sitchensis",NA,NA,"Spruce",NA,"Y","N","Y","gum, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Picea sitchensis",2016,"Middle east bed adjacent to Ropes Course","Least concern","LC","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Carmanah Walbran Provincial Park","seed",137,NA,48.66155,-124.69592,"Canada","","Stormes, Ben","Picea sitchensis (Bong.) Carrière","2016-0344.17","","","bjs.2016-0048","","W",17,"","Stormes, Ben",NA,"2019-04-11","P","Planting","2016-0344","UBC Botanical Garden",344,"bjs.2016-0048","UBC","Picea","","1","","Picea","sitchensis","","","","","Picea sitchensis"
"676","Pinus contorta","Pinus","Pinus contorta",NA,NA,"Pine",NA,"N","N","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus contorta 'Spaan's Dwarf'",1983,"Bed 2 North America (Alpine Garden)","","","Shrub","","","","","","plant",NA,NA,NA,NA,"","","A. Goddard, Den-Alan Nurseries Ltd., 4290 Blenkinsop Rd., Victoria, BC, Canada","Pinus contorta Douglas ex Loudon 'Spaan's Dwarf'","1983-0429.02","'Spaan's Dwarf'","22688/0-0359-1983","","","G",2,"","",NA,"2018-08-14","O","Planting","1983-0429","UBC Botanical Garden",429,"","UBC","Pinus","Section 2","1","2","Pinus","contorta","","","","","Pinus contorta"
"677","Pinus contorta","Pinus","Pinus contorta",NA,NA,"Pine",NA,"N","N","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus contorta 'Minima'",1976,"Bed 6 North America (Alpine Garden)","","","Tree","","","","","","unrooted cutting",NA,NA,NA,NA,"","1976-0728.01","Paul Palomino, Seaford, Long Island, NY, USA","Pinus contorta Dougl.Ex Loud. 'Minima'","1976-0728.02","'Minima'","14794/0-0188-1976","","","G",2,"","",NA,"2018-11-06","O","Planting","1976-0728","UBC Botanical Garden",728,"","UBC","Pinus","Section 2","1","2","Pinus","contorta","","","","","Pinus contorta"
"678","Pinus contorta","Pinus","Pinus contorta",NA,NA,"Pine",NA,"N","N","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus contorta 'Minima'",1976,"Bed 2 North America (Alpine Garden)","","","Tree","","","","","","unrooted cutting",NA,NA,NA,NA,"","","Paul Palomino, Seaford, Long Island, NY, USA","Pinus contorta Dougl.Ex Loud. 'Minima'","1976-0728.01","'Minima'","14794/0-0188-1976","","","G",1,"","",NA,"2018-08-14","O","Planting","1976-0728","UBC Botanical Garden",728,"","UBC","Pinus","Section 2","1","2","Pinus","contorta","","","","","Pinus contorta"
"679","Pinus contorta","Pinus","Pinus contorta",NA,NA,"Pine",NA,"N","N","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus contorta",1978,"North (PP Plan #46), Nitobe Memorial Garden","Least concern","LC","Tree","","","","","","plant",NA,NA,NA,NA,"","","Unknown (no record found)","Pinus contorta Douglas ex Loudon","1978-0754.01","","17294/0-0075-1978","","","U",1,"","",NA,"1978-01-01","P","Planting","1978-0754","UBC Botanical Garden",754,"","UBC","Pinus","","1","1","Pinus","contorta","","","","","Pinus contorta"
"680","Pinus contorta","Pinus","Pinus contorta",NA,NA,"Pine",NA,"N","N","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus contorta 'Spaan's Dwarf'",2010,"Bed 3 North America (Alpine Garden)","","","Shrub","","","","","","plant",NA,NA,NA,NA,"","","Shop in the Garden","Pinus contorta Douglas ex Loudon 'Spaan's Dwarf'","2010-0255.01","'Spaan's Dwarf'","39838/0-0628-2010","","","G",1,"","",NA,"2019-06-27","O","Planting","2010-0255","UBC Botanical Garden",255,"","UBC","Pinus","Section 3","1","1","Pinus","contorta","","","","","Pinus contorta"
"681","Pinus contorta","Pinus","Pinus contorta",NA,NA,"Pine",NA,"N","N","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus contorta",1961,"North (PP Plan #46), Nitobe Memorial Garden","Least concern","LC","Tree","","","","","","plant",NA,NA,NA,NA,"","","Buildings & Grounds (ex Physical Plant), UBC, Vancouver, BC, Canada","Pinus contorta Douglas ex Loudon","1961-0005.01","","08711/0-0104-1961","","","G",1,"","",NA,"1961-01-01","P","Planting","1961-0005","UBC Botanical Garden",5,"","UBC","Pinus","","1","1","Pinus","contorta","","","","","Pinus contorta"
"682","Pinus contorta var. contorta","Pinus","Pinus contorta","var.","contorta","Pine",NA,"Y","N","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus contorta var. contorta",2016,"Extensive northwestern bed and lawn","","","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Harewood Plains SW of Nanaimo","seed",73,NA,49.13139,-123.93438,"Canada","","Stormes, Ben","Pinus contorta Douglas ex Loudon var. contorta","2016-0346.03","","","bjs.2016-0050","","W",3,"","Stormes, Ben",NA,"2020-03-05","P","Planting","2016-0346","UBC Botanical Garden",346,"bjs.2016-0050","UBC","Pinus","","1","","Pinus","contorta","contorta","","var.","contorta","Pinus contorta"
"683","Pinus contorta var. contorta","Pinus","Pinus contorta","var.","contorta","Pine",NA,"Y","N","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus contorta var. contorta",1975,"Rock walls plus downslope bed to main path","","","Tree","","","Yellow-listed British Columbia","YW","Paradise Valley, Squamish, road from Seymoure Park to woodlands, both sides of roadway","plant",30,NA,49.416667,-122.966667,"Canada","","Rose, Allan A.","Pinus contorta Douglas ex Loudon var. contorta","1975-0742.02","","12426/0-0284-1975","AAR.75881","","W",2,"","Rose, Allan A.",NA,"2018-03-27","O","Planting","1975-0742","UBC Botanical Garden",742,"AAR.75881","UBC","Pinus","Section 2","1","2","Pinus","contorta","contorta","","var.","contorta","Pinus contorta"
"684","Pinus contorta var. contorta","Pinus","Pinus contorta","var.","contorta","Pine",NA,"Y","N","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus contorta var. contorta",2016,"Extensive northwestern bed and lawn","","","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Harewood Plains SW of Nanaimo","seed",73,NA,49.13139,-123.93438,"Canada","","Stormes, Ben","Pinus contorta Douglas ex Loudon var. contorta","2016-0346.08","","","bjs.2016-0050","","W",8,"","Stormes, Ben",NA,"2020-03-05","P","Planting","2016-0346","UBC Botanical Garden",346,"bjs.2016-0050","UBC","Pinus","","1","","Pinus","contorta","contorta","","var.","contorta","Pinus contorta"
"685","Pinus contorta var. contorta","Pinus","Pinus contorta","var.","contorta","Pine",NA,"Y","N","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus contorta var. contorta",2016,"Extensive northwestern bed and lawn","","","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Harewood Plains SW of Nanaimo","seed",73,NA,49.13139,-123.93438,"Canada","","Stormes, Ben","Pinus contorta Douglas ex Loudon var. contorta","2016-0346.04","","","bjs.2016-0050","","W",4,"","Stormes, Ben",NA,"2020-03-05","P","Planting","2016-0346","UBC Botanical Garden",346,"bjs.2016-0050","UBC","Pinus","","1","","Pinus","contorta","contorta","","var.","contorta","Pinus contorta"
"686","Pinus contorta var. contorta","Pinus","Pinus contorta","var.","contorta","Pine",NA,"Y","N","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus contorta var. contorta",1972,"Winter Garden","","","Tree","","","Yellow-listed British Columbia","YW","","plant",NA,NA,NA,NA,"","","Lohbrunner Gardens & Mrs.Ethel, 1101 Lohbrunner Rd., Victoria, BC, Canada","Pinus contorta Douglas ex Loudon var. contorta","1972-0779.01","","15164/0-0117-1972","","","G",1,"","",NA,"2019-07-19","O","Planting","1972-0779","UBC Botanical Garden",779,"","UBC","Pinus","","1","1","Pinus","contorta","contorta","","var.","contorta","Pinus contorta"
"687","Pinus contorta var. contorta","Pinus","Pinus contorta","var.","contorta","Pine",NA,"Y","N","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus contorta var. contorta",2016,"Rock wall to area by hairpin turn","","","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Harewood Plains SW of Nanaimo","seed",73,NA,49.13139,-123.93438,"Canada","","Stormes, Ben","Pinus contorta Douglas ex Loudon var. contorta","2016-0346.09","","","bjs.2016-0050","","W",9,"","Stormes, Ben",NA,"2020-04-24","P","Planting","2016-0346","UBC Botanical Garden",346,"bjs.2016-0050","UBC","Pinus","","1","","Pinus","contorta","contorta","","var.","contorta","Pinus contorta"
"688","Pinus contorta var. contorta","Pinus","Pinus contorta","var.","contorta","Pine",NA,"Y","N","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus contorta var. contorta",2016,"Extensive northwestern bed and lawn","","","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Harewood Plains SW of Nanaimo","seed",73,NA,49.13139,-123.93438,"Canada","","Stormes, Ben","Pinus contorta Douglas ex Loudon var. contorta","2016-0346.06","","","bjs.2016-0050","","W",6,"","Stormes, Ben",NA,"2020-03-05","P","Planting","2016-0346","UBC Botanical Garden",346,"bjs.2016-0050","UBC","Pinus","","1","","Pinus","contorta","contorta","","var.","contorta","Pinus contorta"
"689","Pinus contorta var. contorta","Pinus","Pinus contorta","var.","contorta","Pine",NA,"Y","N","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus contorta var. contorta",2016,"Extensive northwestern bed and lawn","","","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Harewood Plains SW of Nanaimo","seed",73,NA,49.13139,-123.93438,"Canada","","Stormes, Ben","Pinus contorta Douglas ex Loudon var. contorta","2016-0346.05","","","bjs.2016-0050","","W",5,"","Stormes, Ben",NA,"2020-03-05","P","Planting","2016-0346","UBC Botanical Garden",346,"bjs.2016-0050","UBC","Pinus","","1","","Pinus","contorta","contorta","","var.","contorta","Pinus contorta"
"690","Pinus contorta var. contorta","Pinus","Pinus contorta","var.","contorta","Pine",NA,"Y","N","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus contorta var. contorta",2016,"Extensive northwestern bed and lawn","","","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Harewood Plains SW of Nanaimo","seed",73,NA,49.13139,-123.93438,"Canada","","Stormes, Ben","Pinus contorta Douglas ex Loudon var. contorta","2016-0346.02","","","bjs.2016-0050","","W",2,"","Stormes, Ben",NA,"2020-03-05","P","Planting","2016-0346","UBC Botanical Garden",346,"bjs.2016-0050","UBC","Pinus","","1","","Pinus","contorta","contorta","","var.","contorta","Pinus contorta"
"691","Pinus contorta var. contorta","Pinus","Pinus contorta","var.","contorta","Pine",NA,"Y","N","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus contorta var. contorta",1975,"Bog and adjacent pond","","","Tree","","","Yellow-listed British Columbia","YW","Paradise Valley, Squamish, road from Seymoure Park to woodlands, both sides of roadway","plant",30,NA,49.416667,-122.966667,"Canada","","Rose, Allan A.","Pinus contorta Douglas ex Loudon var. contorta","1975-0742.01","","12426/0-0284-1975","AAR.75881","","W",1,"","Rose, Allan A.",NA,"2016-05-01","O","Planting","1975-0742","UBC Botanical Garden",742,"AAR.75881","UBC","Pinus","","1","2","Pinus","contorta","contorta","","var.","contorta","Pinus contorta"
"692","Pinus contorta var. contorta","Pinus","Pinus contorta","var.","contorta","Pine",NA,"Y","N","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus contorta var. contorta",2016,"Bed 3 Bulb Frame (Alpine Garden)","","","Tree","","","Yellow-listed British Columbia","YW","","plant",NA,NA,NA,NA,"","2016-0039.01","Glenn Patterson, 4761 Pilot House, West Vancouver, BC, Canada","Pinus contorta Douglas ex Loudon var. contorta","2016-0039.02","","","","cf.","G",2,"","",NA,"2020-06-17","O","Planting","2016-0039","UBC Botanical Garden",39,"","UBC","Pinus","","1","2","Pinus","contorta","contorta","","var.","contorta","Pinus contorta"
"693","Pinus contorta var. contorta","Pinus","Pinus contorta","var.","contorta","Pine",NA,"Y","N","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus contorta var. contorta",2016,"Rock wall to area by hairpin turn","","","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Harewood Plains SW of Nanaimo","seed",73,NA,49.13139,-123.93438,"Canada","","Stormes, Ben","Pinus contorta Douglas ex Loudon var. contorta","2016-0346.01","","","bjs.2016-0050","","W",1,"","Stormes, Ben",NA,"2020-04-24","P","Planting","2016-0346","UBC Botanical Garden",346,"bjs.2016-0050","UBC","Pinus","","1","","Pinus","contorta","contorta","","var.","contorta","Pinus contorta"
"694","Pinus contorta var. contorta","Pinus","Pinus contorta","var.","contorta","Pine",NA,"Y","N","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus contorta var. contorta",2016,"Rock wall to area by hairpin turn","","","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Harewood Plains SW of Nanaimo","seed",73,NA,49.13139,-123.93438,"Canada","","Stormes, Ben","Pinus contorta Douglas ex Loudon var. contorta","2016-0346.11","","","bjs.2016-0050","","W",11,"","Stormes, Ben",NA,"2020-04-24","P","Planting","2016-0346","UBC Botanical Garden",346,"bjs.2016-0050","UBC","Pinus","","1","","Pinus","contorta","contorta","","var.","contorta","Pinus contorta"
"695","Pinus contorta var. contorta","Pinus","Pinus contorta","var.","contorta","Pine",NA,"Y","N","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus contorta var. contorta",1973,"Upper large bed between stadium and path","","","Tree","","","Yellow-listed British Columbia","YW","ca. 5 mi. ne of Ladner","plant",NA,NA,NA,NA,"Canada","","UBC Botanical Garden Field Collections, Vancouver, BC, Canada","Pinus contorta Douglas ex Loudon var. contorta","1973-0297.01","","06315/0-0212-1973","","","W",1,"","",NA,"2007-12-14","B","Planting","1973-0297","UBC Botanical Garden",297,"","UBC","Pinus","","1","1","Pinus","contorta","contorta","","var.","contorta","Pinus contorta"
"696","Pinus contorta var. contorta","Pinus","Pinus contorta","var.","contorta","Pine",NA,"Y","N","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus contorta var. contorta",2016,"Rock wall to area by hairpin turn","","","Tree","","","Yellow-listed British Columbia","YW","Vancouver Island, Harewood Plains SW of Nanaimo","seed",73,NA,49.13139,-123.93438,"Canada","","Stormes, Ben","Pinus contorta Douglas ex Loudon var. contorta","2016-0346.10","","","bjs.2016-0050","","W",10,"","Stormes, Ben",NA,"2020-04-24","P","Planting","2016-0346","UBC Botanical Garden",346,"bjs.2016-0050","UBC","Pinus","","1","","Pinus","contorta","contorta","","var.","contorta","Pinus contorta"
"697","Pinus contorta var. latifolia","Pinus","Pinus contorta","var.","latifolia","Pine",NA,"Y","N","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus contorta var. latifolia",1975,"Rainforest - Southeast most bed adjacent to Ropes Course","","","Tree","","","Yellow-listed British Columbia","YW","Keremeos (west of) in old gravel pit along roadside","plant",610,NA,49.216667,-119.833333,"Canada","","Rose, Allan A.","Pinus contorta Dougl.Ex Loud. var. latifolia Engelm. ex S.Watson","1975-0783.01","","12513/0-0284-1975","AAR.75909","","W",1,"","Rose, Allan A.",NA,"1975-01-01","P","Planting","1975-0783","UBC Botanical Garden",783,"AAR.75909","UBC","Pinus","","1","1","Pinus","contorta","latifolia","","var.","latifolia","Pinus contorta"
"698","Pinus resinosa","Pinus","Pinus resinosa",NA,NA,"Pine",NA,"Y","N","N","","Y","Forest Resources","Cultural",NA,"Forest Resources","Ornamentals","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","","Pinus resinosa",2018,"Nursery","Least concern","LC","Tree","","","","","Lake Temagami - Narrows Island","seed",NA,NA,NA,NA,"Canada","","UBC Botanical Garden Field Collections, Vancouver, BC, Canada","Pinus resinosa Aiton","2018-0780.88","","","bjs.18.32","","W",88,"","Stormes, Ben",NA,"2019-09-10","PRO","Planting","2018-0780","UBC Botanical Garden",780,"bjs.18.32","UBC","Pinus","","5","","Pinus","resinosa","","","","","Pinus resinosa"
"699","Pinus rigida","Pinus","Pinus rigida",NA,NA,"Pine",NA,"Y","N","N","","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","","Pinus rigida",2007,"Fraser","Least concern","LC","Tree","","","","","","seed",NA,NA,NA,NA,"","","Pinelands Nursery & Supply","Pinus rigida Mill.","2007-0249.02","","38612/0-5650-2007","","","G",2,"","",NA,"2020-01-09","O","Planting","2007-0249","UBC Botanical Garden",249,"","UBC","Pinus","","1","60","Pinus","rigida","","","","","Pinus rigida"
"700","Pinus strobus","Pinus","Pinus strobus",NA,NA,"Pine",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus strobus",2007,"Bartram","Least concern","LC","Tree","","","","","","balled & burlapped plant",NA,NA,NA,NA,"","","Pine Meadows Tree Farms Ltd.","Pinus strobus L.","2007-0198.02","","38558/0-5670-2007","","","G",2,"","",NA,"2020-01-09","O","Planting","2007-0198","UBC Botanical Garden",198,"","UBC","Pinus","","1","5","Pinus","strobus","","","","","Pinus strobus"
