SPECIES,PROVINCE,PROVENANCE,LOCALITY,latitude,longitude,GARDEN_CODE,INSTITUTION,total_accessions,total_accessions_BG_or_G,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,GENUS,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,TIER,GENEPOOL,CATEGORY,GRAFTSTOCK,ABIOTIC_TRAIT_2,ABIOTIC_TRAIT_3,BIOTIC_TRAIT_1,BIOTIC_TRAIT_2,FERTILITY_TRAIT,AGRONOMIC_TRAIT_1,AGRONOMIC_TRAIT_2,AGRONOMIC_TRAIT_3,PHENOLOGICAL_TRAIT,SOURCE_OF_TAXON,GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE,WUS_SOURCE,total_CWRs_in_province,endemic_CWRs_in_province,total_WUS_in_province,endemic_WUS_in_province
Picea rubens,Prince Edward Island,NA,Iona,46.08333,-62.86666,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,45,0,38,0
Picea rubens,Prince Edward Island,NA,Belfast,46.08333,-62.86666,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,45,0,38,0
Picea rubens,Prince Edward Island,NA,Valleyfield,46.11666,-62.75,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,45,0,38,0
Picea rubens,Prince Edward Island,NA,Belfast,46.08333,-62.86666,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,45,0,38,0
Picea rubens,Prince Edward Island,NA,Belfast,46.08333,-62.86666,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,45,0,38,0
Picea rubens,Prince Edward Island,NA,Belfast,46.08333,-62.86666,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,45,0,38,0
Picea rubens,Prince Edward Island,NA,Valleyfield,46.11666,-62.75,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,45,0,38,0
Picea rubens,Quebec,NA,St-Malachie,46.61666,-70.68333,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Lac-Talon,46.7,-70.11667,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Lac-Saint-Thomas,47.16667,-72.71667,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Valcartier,46.95,-71.53333,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Lac-Saint-Louis,46.45,-74.36667,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Lac-Kealy,46.05,-75.31667,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Lac-Lantier,46.58333,-74.83334,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Notre-Dame-de-Lourdes,46.05,-73.48333,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Rivi�re-Saumon,45.43333,-71.3,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Lac-Heloise,47.13334,-72.28333,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Notre-Dame-de-Lourdes,46.05,-73.48333,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Ste-Monique,46.18333,-72.3,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Trois-Lacs,45.81667,-71.95,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Lac-Moreau,47.9,-68.85,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Ste-Monique,46.18333,-72.3,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Lac-de-l'Achigan,46.2,-76.2,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,St-Malachie,46.61666,-70.68333,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Windsor Mills,45.58333,-72,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Farnham,45.28333,-72.96667,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Lac-Saint-Thomas,47.16667,-72.71667,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Valcartier,46.95,-71.53333,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Windsor Mills,45.58333,-72,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Lac-des-Mocassins,46.61666,-74.65,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Lac-Talon,46.7,-70.11667,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Windsor Mills,45.58333,-72,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,St-Raphael,46.85,-70.48333,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Lac-aux-Araignees,45.45,-70.75,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,St-Raphael,46.85,-70.48333,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Donnacona,46.75,-71.83334,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Lac-Brunet,46.66667,-75.55,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,St-Gedeon,45.75,-70.51667,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Lac-de-la-Chute,46.48333,-73.56667,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Farnham,45.28333,-72.96667,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Lac-Chabot,46.45,-70.45,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Lac-Edouard,46.75,-72.91666,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,St-Raphael,46.85,-70.48333,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Lac-Edouard,47.65,-72.26667,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea rubens,Quebec,NA,Lac-Edouard,46.75,-72.91666,PGRC,G,208,183,Spruce,Picea,Y,Y,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Picea sitchensis,British Columbia,NA,Salmon River,50.33333,-125.8833,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Juskatala,53.58333,-132.2,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Link Road,53.5,-132.1667,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Kumdis Creek,53.7,-132.15,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Port Clements,53.58333,-132,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Wedene River,54.13334,-128.6167,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Port Clements,53.5,-132.5,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,"Vancouver Island, Carmanah Walbran Provincial Park",48.66155,-124.69592,3,BG,56,25,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Haida Gwaii,53.536882,-132.367094,3,BG,56,25,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Sooke #2,48.36666,-123.7333,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,"Hope Slide, east of slide,  in gravel pit north side of road by big rock at east end of meadows",49.383333,-121.383333,3,BG,56,25,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Tsable River,49.52,-124.85,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Fanny Bay,49.5,-124.83,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Miracle Beach,49.83,-125.07,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Horne Lake,49.35,-124.73,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Chipman Creek,48.93,-123.95,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,"Vancouver Island, Carmanah Walbran Provincial Park",48.66155,-124.69592,3,BG,56,25,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,"Vancouver Island, Carmanah Walbran Provincial Park",48.66155,-124.69592,3,BG,56,25,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Usk Ferry,54.63334,-128.4,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Kitwanga,55.16667,-127.8667,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Derrick Lake,55.68333,-128.6833,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,"Vancouver Island, Carmanah Walbran Provincial Park",48.66155,-124.69592,3,BG,56,25,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,"Vancouver Island, Carmanah Walbran Provincial Park",48.66155,-124.69592,3,BG,56,25,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,"Vancouver Island, Carmanah Walbran Provincial Park",48.66155,-124.69592,3,BG,56,25,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Queen Charlotte City,53.25,-131.9167,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Squamish,49.75,-123.1167,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,"Vancouver Island, Carmanah Walbran Provincial Park",48.66155,-124.69592,3,BG,56,25,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Kumdis Island,53.66667,-132,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Pacific,54.76667,-128.25,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Squamish,49.75,-123.116667,3,BG,56,25,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Snowden,50.05,-125.33,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,"Vancouver Island, Carmanah Walbran Provincial Park",48.66155,-124.69592,3,BG,56,25,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,"Vancouver Island, Carmanah Walbran Provincial Park",48.66155,-124.69592,3,BG,56,25,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,"Vancouver Island, Carmanah Walbran Provincial Park",48.66155,-124.69592,3,BG,56,25,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Cedarvale,55.01667,-128.3167,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Big Qualicum River,49.38334,-124.6167,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,"Vancouver Island, Carmanah Walbran Provincial Park",48.66155,-124.69592,3,BG,56,25,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Malcolm Island,50.62,-127,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Cranberry River,55.46667,-128.2333,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,"Vancouver Island, Carmanah Walbran Provincial Park",48.66155,-124.69592,3,BG,56,25,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Queen Charlotte Islands,53.5,-132.5,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,"Vancouver Island, Carmanah Walbran Provincial Park",48.66155,-124.69592,3,BG,56,25,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Port McNeill,50.58333,-127,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
Picea sitchensis,British Columbia,NA,Masset,53.92,-132.12,PGRC,G,56,31,Spruce,Picea,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,138,46,104,36
