occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship
,Panicum dichotomiflorum,Panicum dichotomiflorum Michx.,2705144,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum dichotomiflorum,Panicum dichotomiflorum,Michx.
,Panicum dichotomiflorum subsp. dichotomiflorum,Panicum dichotomiflorum subsp. dichotomiflorum,4270636,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum dichotomiflorum,Panicum dichotomiflorum dichotomiflorum,Michx.
,Panicum dichotomiflorum subsp. puritanorum,Panicum dichotomiflorum subsp. puritanorum (Svenson) Freckmann & Lelong,6313654,EXACT,98,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum dichotomiflorum,Panicum dichotomiflorum puritanorum,Freckmann & Lelong (Svenson)
,Panicum philadelphicum,Panicum philadelphicum Bernh. ex Nees,8412627,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum philadelphicum,Panicum philadelphicum,Bernh. ex Nees
,Panicum virgatum,Panicum virgatum L.,2705081,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum virgatum,Panicum virgatum,L.
,Pascopyrum smithii,Pascopyrum smithii (Rydb.) Barkworth & D.R.Dewey,2705772,EXACT,98,SYNONYM,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus smithii,Pascopyrum smithii,Barkworth & D.R.Dewey (Rydb.)
,Phalaris arundinacea,Phalaris arundinacea L.,5289756,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phalaris,Phalaris arundinacea,Phalaris arundinacea,L.
,Phalaris arundinacea var. arundinaceae,Phalaris arundinacea var. arundinacea,7226919,FUZZY,96,ACCEPTED,VARIETY,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phalaris,Phalaris arundinacea,Phalaris arundinacea arundinacea,
,Phalaris arundinacea var. picta,"Phalaris arundinacea var. picta Muhl. ex W.P.C.Barton, 1815",10884530,EXACT,99,ACCEPTED,VARIETY,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phalaris,Phalaris arundinacea,Phalaris arundinacea picta,"Muhl. ex W.P.C.Barton, 1815"
,Philadelphus lewisii,Philadelphus lewisii Pursh,2986027,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cornales,Hydrangeaceae,Philadelphus,Philadelphus lewisii,Philadelphus lewisii,Pursh
,Phleum alpinum,Phleum alpinum L.,8952395,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phleum,Phleum alpinum,Phleum alpinum,L.
,Physalis heterophylla,Physalis heterophylla Nees,5341783,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Physalis,Physalis heterophylla,Physalis heterophylla,Nees
,Physalis virginiana,Physalis virginiana Mill.,5341786,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Physalis,Physalis virginiana,Physalis virginiana,Mill.
,Physaria arctica,Physaria arctica (Wormsk. ex Hornem.) O'Kane & Al-Shehbaz,3048910,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Physaria,Physaria arctica,Physaria arctica,O'Kane & Al-Shehbaz (Wormsk. ex Hornem.)
,Physaria douglasii,Physaria douglasii (S.Watson) O'Kane & Al-Shehbaz,7973911,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Physaria,Physaria douglasii,Physaria douglasii,O'Kane & Al-Shehbaz (S.Watson)
,Physaria douglasii subsp. douglasii,Physaria douglasii subsp. douglasii,7225668,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Physaria,Physaria douglasii,Physaria douglasii douglasii,O'Kane & Al-Shehbaz (S.Watson)
,Physaria spatulata,Physaria spatulata (Rydb.) Grady & O'Kane,3049016,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Physaria,Physaria spatulata,Physaria spatulata,Grady & O'Kane (Rydb.)
,Picea engelmannii,Picea engelmannii Parry ex Engelm.,5284917,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Picea,Picea engelmannii,Picea engelmannii,Parry ex Engelm.
,Picea engelmannii var. engelmannii,Picea engelmannii f. engelmannii,11333370,EXACT,97,SYNONYM,FORM,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Picea,Picea engelmannii,Picea engelmannii engelmannii,
,Picea glauca,Picea glauca (Moench) Voss,5284745,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Picea,Picea glauca,Picea glauca,Voss (Moench)
,Picea mariana,Picea mariana (Mill.) Britton et al.,5284802,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Picea,Picea mariana,Picea mariana,Britton et al. (Mill.)
,Picea rubens,Picea rubens Sarg.,5284717,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Picea,Picea rubens,Picea rubens,Sarg.
,Picea sitchensis,Picea sitchensis (Bong.) Carrière,5284827,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Picea,Picea sitchensis,Picea sitchensis,Carrière (Bong.)
,Pinus albicaulis,Pinus albicaulis Engelm.,5285183,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus albicaulis,Pinus albicaulis,Engelm.
,Pinus banksiana,Pinus banksiana Lamb.,5285533,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus banksiana,Pinus banksiana,Lamb.
,Pinus contorta,Pinus contorta Douglas ex Loudon,5285750,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus contorta,Pinus contorta,Douglas ex Loudon
,Pinus contorta var. contorta,Pinus contorta var. contorta,7230686,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus contorta,Pinus contorta contorta,
,Pinus contorta var. latifolia,Pinus contorta var. latifolia Engelm.,5285756,EXACT,99,ACCEPTED,VARIETY,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus contorta,Pinus contorta latifolia,Engelm.
,Pinus contorta var. yukonensis,Pinus contorta var. yukonensis W.L.Strong,5927505,EXACT,99,SYNONYM,VARIETY,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus contorta,Pinus contorta yukonensis,W.L.Strong
,Pinus flexilis,Pinus flexilis E.James,5285551,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus flexilis,Pinus flexilis,E.James
,Pinus monticola,Pinus monticola Douglas ex D.Don,5285621,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus monticola,Pinus monticola,Douglas ex D.Don
,Pinus ponderosa,Pinus ponderosa Douglas ex C.Lawson,5285053,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus ponderosa,Pinus ponderosa,Douglas ex C.Lawson
,Pinus ponderosa var. ponderosa,Pinus ponderosa var. ponderosa,7230697,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus ponderosa,Pinus ponderosa ponderosa,
,Pinus ponderosa var. scopulorum,Pinus ponderosa var. scopulorum Engelm.,5285070,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus ponderosa,Pinus ponderosa scopulorum,Engelm.
,Pinus resinosa,Pinus resinosa Aiton,5285067,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus resinosa,Pinus resinosa,Aiton
,Pinus rigida,Pinus rigida Mill.,5285635,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus rigida,Pinus rigida,Mill.
,Pinus strobus,Pinus strobus L.,5284982,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus strobus,Pinus strobus,L.
,Plantago maritima,Plantago maritima L.,3189755,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago maritima,Plantago maritima,L.
,Poa gaspensis,Poa gaspensis Fernald,2704205,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa gaspensis,Poa gaspensis,Fernald
,Poa abbreviata,Poa abbreviata R.Br.,2704323,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa abbreviata,Poa abbreviata,R.Br.
,Poa abbreviata subsp. abbreviata,Poa abbreviata subsp. abbreviata,4270524,EXACT,98,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa abbreviata,Poa abbreviata abbreviata,
,Poa abbreviata subsp. pattersonii,"Poa abbreviata subsp. pattersonii (Vasey) Á.Löve, D.Löve & B.M.Kapoor",4130171,EXACT,98,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa pattersonii,Poa abbreviata pattersonii,"Á.Löve, D.Löve & B.M.Kapoor (Vasey)"
,Poa alpina,Poa alpina L.,2704234,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa alpina,Poa alpina,L.
,Poa alpina subsp. alpina,Poa alpina subsp. alpina,2704237,EXACT,98,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa alpina,Poa alpina alpina,L.
,Poa alpina subsp. vivipara,Poa alpina subsp. vivipara (L.) Tzvelev,2704236,EXACT,97,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa alpina,Poa alpina vivipara,Tzvelev (L.)
,Poa alsodes,Poa alsodes A.Gray,2704219,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa alsodes,Poa alsodes,A.Gray
,Poa arctica,Poa arctica R.Br.,2704207,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa arctica,Poa arctica,R.Br.
,Poa arctica subsp. arctica,Poa arctica subsp. arctica,6449112,EXACT,98,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa arctica,Poa arctica arctica,
,Poa arctica subsp. caespitans,Poa arctica subsp. caespitans Nannf.,4134249,EXACT,98,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa tolmatchewii,Poa arctica caespitans,Nannf.
,Poa arctica subsp. grayana,"Poa arctica subsp. grayana (Vasey) Á.Löve, D.Löve & B.M.Kapoor",4134264,EXACT,98,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa arctica,Poa arctica grayana,"Á.Löve, D.Löve & B.M.Kapoor (Vasey)"
,Poa arctica subsp. lanata,Poa arctica subsp. lanata (Scribn. & Merr.) Soreng,4134302,EXACT,98,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa lanata,Poa arctica lanata,Soreng (Scribn. & Merr.)
,Poa arida,Poa arida Vasey,2704272,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa arida,Poa arida,Vasey
,Poa confinis,Poa confinis Vasey,2704174,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa confinis,Poa confinis,Vasey
,Poa cusickii,Poa cusickii Vasey,2704267,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa cusickii,Poa cusickii,Vasey
,Poa cusickii subsp. epillis,Poa cusickii subsp. epilis (Scribn.) W.A.Weber,4138753,FUZZY,95,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa cusickii,Poa cusickii epilis,W.A.Weber (Scribn.)
,Poa cusickii subsp. pallida,Poa cusickii subsp. pallida Soreng,4138777,EXACT,98,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa cusickii,Poa cusickii pallida,Soreng
,Poa cusickii subsp. purpurascens,Poa cusickii subsp. purpurascens (Beal) Soreng,6313723,EXACT,98,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa cusickii,Poa cusickii purpurascens,Soreng (Beal)
,Poa glauca,Poa glauca Vahl,2704218,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa glauca,Poa glauca,Vahl
,Poa glauca subsp. glauca,Poa glauca subsp. glauca,6431503,EXACT,98,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa glauca,Poa glauca glauca,
,Poa glauca subsp. rupicola,Poa glauca subsp. rupicola (Nash) W.A.Weber,6313769,EXACT,98,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa glauca,Poa glauca rupicola,W.A.Weber (Nash)
,Poa hartzii,Poa hartzii Gand.,2704306,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa hartzii,Poa hartzii,Gand.
,Poa hartzii subsp. hartzii,Poa hartzii subsp. hartzii,6449115,EXACT,98,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa hartzii,Poa hartzii hartzii,
,Poa hartzii subsp. vrangelica,Poa hartzii subsp. vrangelica (Tzvelev) Soreng & L.J.Gillespie,4121269,EXACT,97,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa hartzii,Poa hartzii vrangelica,Soreng & L.J.Gillespie (Tzvelev)
,Poa howellii,Poa howellii Vasey & Scribn.,2704309,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa howellii,Poa howellii,Vasey & Scribn.
,Poa leptocoma,Poa leptocoma Trin.,2704246,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa leptocoma,Poa leptocoma,Trin.
,Poa lettermanii,Poa lettermanii Vasey,2704303,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa lettermanii,Poa lettermanii,Vasey
,Poa macrantha,Poa macrantha Vasey,2704259,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa macrantha,Poa macrantha,Vasey
,Poa marcida,Poa marcida Hitchc.,2704201,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa marcida,Poa marcida,Hitchc.
,Poa nemoralis,Poa nemoralis L.,2704300,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa nemoralis,Poa nemoralis,L.
,Poa palustris,Poa palustris L.,2704261,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa palustris,Poa palustris,L.
,Poa pratensis,Poa pratensis L.,2704178,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa pratensis,Poa pratensis,L.
,Poa pratensis subsp. agassizensis,Poa pratensis subsp. agassizensis (B.Boivin & D.Löve) Roy L.Taylor & MacBryde,4114015,EXACT,98,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa pratensis,Poa pratensis agassizensis,Roy L.Taylor & MacBryde (B.Boivin & D.Löve)
,Poa pratensis subsp. alpigena,Poa pratensis subsp. alpigena (Lindm.) Hiitonen,6313787,EXACT,98,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa alpigena,Poa pratensis alpigena,Hiitonen (Lindm.)
,Poa pratensis subsp. angustifolia,Poa pratensis L.,2704178,HIGHERRANK,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa pratensis,Poa pratensis,L.
,Poa pratensis subsp. colpodea,Poa pratensis subsp. colpodea (Fr.) Tzvelev,4113951,EXACT,98,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa alpigena,Poa pratensis colpodea,Tzvelev (Fr.)
,Poa pratensis subsp. irrigata,Poa pratensis subsp. irrigata (Lindm.) H.Lindb.,4270528,EXACT,97,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa humilis,Poa pratensis irrigata,H.Lindb. (Lindm.)
,Poa pratensis subsp. pratensis,Poa pratensis subsp. pratensis,6431175,EXACT,98,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa pratensis,Poa pratensis pratensis,
,Poa saltuensis,Poa saltuensis Fernald & Wiegand,2704318,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa saltuensis,Poa saltuensis,Fernald & Wiegand
,Poa saltuensis subsp. languida,Poa saltuensis subsp. languida (Hitchc.) A.Haines,4111835,EXACT,98,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa saltuensis,Poa saltuensis languida,A.Haines (Hitchc.)
,Poa saltuensis subsp. saltuensis,Poa saltuensis var. saltuensis,6449116,EXACT,94,SYNONYM,VARIETY,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa saltuensis,Poa saltuensis saltuensis,Fernald & Wiegand
,Poa secunda,Poa secunda J.Presl,2704276,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa secunda,Poa secunda,J.Presl
,Poa secunda subsp. juncifolia,Poa secunda subsp. juncifolia (Scribn.) Soreng,2704281,EXACT,98,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa juncifolia,Poa secunda juncifolia,Soreng (Scribn.)
,Poa secunda subsp. secunda,Poa secunda subsp. secunda,4925431,EXACT,98,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa secunda,Poa secunda secunda,
,Poa stenantha,Poa stenantha Trin.,2704314,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa stenantha,Poa stenantha,Trin.
,Poa stenantha subsp. stenantha,Poa stenantha var. stenantha,4926711,EXACT,95,ACCEPTED,VARIETY,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa stenantha,Poa stenantha stenantha,Trin.
,Poa trivialis,Poa trivialis L.,8300875,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa trivialis,Poa trivialis,L.
,Podophyllum peltatum,Podophyllum peltatum L.,3033839,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae,Podophyllum,Podophyllum peltatum,Podophyllum peltatum,L.
,Populus angustifolia,Populus angustifolia James,3040196,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus angustifolia,Populus angustifolia,James
,Populus balsamifera,Populus balsamifera L.,3040184,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus balsamifera,Populus balsamifera,L.
,Populus deltoides,Populus deltoides W.Bartram ex Marshall,3040232,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus deltoides,Populus deltoides,W.Bartram ex Marshall
,Populus deltoides subsp. deltoides,Populus deltoides subsp. deltoides,6362975,EXACT,98,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus deltoides,Populus deltoides deltoides,
,Populus deltoides subsp. monilifera,Populus deltoides subsp. monilifera (Aiton) Eckenw.,3805106,EXACT,97,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus deltoides,Populus deltoides monilifera,Eckenw. (Aiton)
,Populus grandidentata,Populus grandidentata Michx.,3040210,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus grandidentata,Populus grandidentata,Michx.
,Populus tremuloides,Populus tremuloides Michx.,3040215,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus tremuloides,Populus tremuloides,Michx.
,Populus trichocarpa,Populus trichocarpa Torrey & A.Gray,8089775,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus trichocarpa,Populus trichocarpa,Torrey & A.Gray
,Potentilla anserina,Potentilla anserina Jeps.,8124466,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla anserina,Potentilla anserina,Jeps.
,Potentilla anserina subsp. anserina,Potentilla anserina subsp. anserina,6369195,EXACT,98,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Argentina,Argentina anserina,Potentilla anserina anserina,L.
,Potentilla anserina subsp. groenlandica,Potentilla anserina subsp. groenlandica Tratt.,6560040,EXACT,97,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Argentina,Argentina anserina,Potentilla anserina groenlandica,Tratt.
,Potentilla anserina subsp. pacifica,Potentilla anserina subsp. pacifica (Howell) Rousi,5366869,EXACT,98,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Argentina,Argentina anserina,Potentilla anserina pacifica,Rousi (Howell)
,Potentilla anserina subsp. yukonensis,Potentilla anserina subsp. yukonensis (Hultén) Soják ex Elven & D.F.Murray,6560039,EXACT,97,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Argentina,Argentina anserina,Potentilla anserina yukonensis,Soják ex Elven & D.F.Murray (Hultén)
,Prunella vulgaris,Prunella vulgaris L.,5341297,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Prunella,Prunella vulgaris,Prunella vulgaris,L.
,Prunella vulgaris subsp. lanceolata,Prunella vulgaris subsp. lanceolata (W.P.C.Barton) Piper & Beattie,8071829,EXACT,97,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Prunella,Prunella vulgaris,Prunella vulgaris lanceolata,Piper & Beattie (W.P.C.Barton)
,Prunella vulgaris subsp. vulgaris,Prunella vulgaris subsp. vulgaris,7226077,EXACT,98,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Prunella,Prunella vulgaris,Prunella vulgaris vulgaris,
,Prunus americana,Prunus americana Marshall,3021106,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus americana,Prunus americana,Marshall
,Prunus emarginata,Prunus emarginata (Douglas ex Hook.) Walp.,3020783,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus emarginata,Prunus emarginata,Walp. (Douglas ex Hook.)
,Prunus nigra,Prunus nigra Aiton,3021170,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus nigra,Prunus nigra,Aiton
,Prunus pensylvanica,Prunus pensylvanica L.fil.,8202030,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus pensylvanica,Prunus pensylvanica,L.fil.
,Prunus pumila,Prunus pumila L.,3021605,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus pumila,Prunus pumila,L.
,Prunus pumila var. besseyi,Prunus pumila var. besseyi (L.H.Bailey) Gleason,3022516,EXACT,97,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus pumila,Prunus pumila besseyi,Gleason (L.H.Bailey)
,Prunus pumila var. depressa,Prunus pumila var. depressa (Pursh) Gleason,3022522,EXACT,97,SYNONYM,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus depressa,Prunus pumila depressa,Gleason (Pursh)
,Prunus pumila var. pumila,Prunus pumila var. pumila,6368838,EXACT,98,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus pumila,Prunus pumila pumila,
,Prunus pumila var. susquehanae,Prunus pumila var. susquehanae (Willd.) H.Jaeger,6368839,EXACT,98,SYNONYM,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus susquehanae,Prunus pumila susquehanae,H.Jaeger (Willd.)
,Prunus serotina,Prunus serotina Ehrh.,3021850,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus serotina,Prunus serotina,Ehrh.
,Prunus serotina var. serotina,Prunus serotina var. serotina,6620105,EXACT,98,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus serotina,Prunus serotina serotina,
,Prunus virginiana,Prunus virginiana L.,3022668,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus virginiana,Prunus virginiana,L.
